competitor_name,influencer_name,similarity_score
neurohacker,aaroncgshore,0.031141335
neurohacker,adamcollard,0.09049711
neurohacker,aliceliveing,0.10118435
neurohacker,brown.elle,0.027697995
neurohacker,charlottedawsy,0.088197805
neurohacker,chessieking,0.10046448
neurohacker,chloe.khan,0.037668835
neurohacker,courtneydblack,0.08745587
neurohacker,danosborneofficial,0.056433853
neurohacker,gabbydawnallen,0.08730599
neurohacker,ini.helen,0.016944498
neurohacker,itsalwayshana,0.082188204
neurohacker,jamesgshore,0.0454638
neurohacker,jamessmithpt,0.055777982
neurohacker,jesshunt2,0.02436192
neurohacker,jessica_rose_uk,0.024089437
neurohacker,jesswright77,0.045946248
neurohacker,katiepiper_,0.104069576
neurohacker,korisampson,0.0419316
neurohacker,lucymeck1,0.0720374
neurohacker,mac_griffiths_,0.055782385
neurohacker,mattdoesfitness,0.05418721
neurohacker,ohpolly,0.08334625
neurohacker,oliviadbowen,0.067288145
neurohacker,rogersnipes,0.115174904
neurohacker,slimmingworld,0.15174288
neurohacker,sylvijaa,0.035312675
neurohacker,thebodycoach,0.086713195
neurohacker,thefitnesschef_,0.13875598
neurohacker,_jackfowler_,0.06389013
thenue_co,aaroncgshore,0.033164892
thenue_co,adamcollard,0.10360901
thenue_co,aliceliveing,0.103168905
thenue_co,brown.elle,0.029879238
thenue_co,charlottedawsy,0.10179779
thenue_co,chessieking,0.10599364
thenue_co,chloe.khan,0.051202632
thenue_co,courtneydblack,0.09924175
thenue_co,danosborneofficial,0.06314421
thenue_co,gabbydawnallen,0.09808497
thenue_co,ini.helen,0.023833428
thenue_co,itsalwayshana,0.08771823
thenue_co,jamesgshore,0.050095107
thenue_co,jamessmithpt,0.051584568
thenue_co,jesshunt2,0.038046457
thenue_co,jessica_rose_uk,0.038599156
thenue_co,jesswright77,0.056676462
thenue_co,katiepiper_,0.094764225
thenue_co,korisampson,0.046966523
thenue_co,lucymeck1,0.08336997
thenue_co,mac_griffiths_,0.05339658
thenue_co,mattdoesfitness,0.06016078
thenue_co,ohpolly,0.09851409
thenue_co,oliviadbowen,0.08038716
thenue_co,rogersnipes,0.09907518
thenue_co,slimmingworld,0.15445423
thenue_co,sylvijaa,0.046542108
thenue_co,thebodycoach,0.094667435
thenue_co,thefitnesschef_,0.13284284
thenue_co,_jackfowler_,0.062816255
liveinnermost,aaroncgshore,0.047144458
liveinnermost,adamcollard,0.09696877
liveinnermost,aliceliveing,0.096684024
liveinnermost,brown.elle,0.038165744
liveinnermost,charlottedawsy,0.09558445
liveinnermost,chessieking,0.093705356
liveinnermost,chloe.khan,0.059370697
liveinnermost,courtneydblack,0.09265551
liveinnermost,danosborneofficial,0.06990705
liveinnermost,gabbydawnallen,0.0929536
liveinnermost,ini.helen,0.033147726
liveinnermost,itsalwayshana,0.07350755
liveinnermost,jamesgshore,0.058807395
liveinnermost,jamessmithpt,0.05610515
liveinnermost,jesshunt2,0.046857096
liveinnermost,jessica_rose_uk,0.046907634
liveinnermost,jesswright77,0.06134252
liveinnermost,katiepiper_,0.088992454
liveinnermost,korisampson,0.054625437
liveinnermost,lucymeck1,0.08003584
liveinnermost,mac_griffiths_,0.06059914
liveinnermost,mattdoesfitness,0.06602247
liveinnermost,ohpolly,0.09431463
liveinnermost,oliviadbowen,0.08174024
liveinnermost,rogersnipes,0.0920469
liveinnermost,slimmingworld,0.13833392
liveinnermost,sylvijaa,0.060293667
liveinnermost,thebodycoach,0.08722514
liveinnermost,thefitnesschef_,0.1007917
liveinnermost,_jackfowler_,0.068902805
puresport,aaroncgshore,0.04390093
puresport,adamcollard,0.1302967
puresport,aliceliveing,0.13291371
puresport,brown.elle,0.031859204
puresport,charlottedawsy,0.11934015
puresport,chessieking,0.11660595
puresport,chloe.khan,0.052564412
puresport,courtneydblack,0.11637536
puresport,danosborneofficial,0.084790766
puresport,gabbydawnallen,0.115632206
puresport,ini.helen,0.025468344
puresport,itsalwayshana,0.09201259
puresport,jamesgshore,0.06441648
puresport,jamessmithpt,0.054258112
puresport,jesshunt2,0.045662127
puresport,jessica_rose_uk,0.044719122
puresport,jesswright77,0.0677116
puresport,katiepiper_,0.1236844
puresport,korisampson,0.05663062
puresport,lucymeck1,0.09753296
puresport,mac_griffiths_,0.06036864
puresport,mattdoesfitness,0.06838085
puresport,ohpolly,0.11295021
puresport,oliviadbowen,0.08931924
puresport,rogersnipes,0.115667835
puresport,slimmingworld,0.16855486
puresport,sylvijaa,0.045350492
puresport,thebodycoach,0.11033353
puresport,thefitnesschef_,0.12252635
puresport,_jackfowler_,0.07444438
